Job Title,Company,Location,Job Description
Data Scientist Engineer,BASF,"Mississauga, ON","You can be part of an inclusive team of diverse talent and character. In this diversity lies our greatest strength. Description At BASF, we create chemistry through the power of connected minds. By balancing economic success with environmental protection and social responsibility, we are building a more sustainable future through chemistry. As the world’s leading chemical company, we help our customers in nearly every industry meet the current and future needs of society through science and innovation. We provide a challenging and rewarding work environment with a strong emphasis on process safety, as well as the safety of our employees and the communities we operate in and are always working to form the best team—especially from within, through an emphasis on lifelong learning and development. And we are constantly striving to become an even better place to work. BASF has been recognized as one of Canadas Best 100 Employers in 2019. Come join us on our journey to create solutions for a sustainable future! Data Scientist Engineer (ID: 2100905) Where the Chemistry Happens… The Data Scientist will model complex business problems and provide insights through data analysis. In addition, the Data Scientist will be responsible for also evangelizing the capabilities of data science and basing decisions on data. The Data Scientist will be expected to participate in a community-of-practice to maximize the effectiveness of the insights team, through knowledge sharing and thoughtful curation of algorithms and methods. To identify opportunities for data-driven insights, the Data Scientist, as an evangelist for marketing data science, will interact frequently with leaders and experts in various business organizations and become part of a global team. The Data Scientist will be responsible for coordinating and initiating their own activities as it relates to maximizing the value of insights delivered and derived from data. Formula for Success: You Will… Guiding business partners and non-experts in the selection of valuable and feasible cases to create insights with statistics and machine learning. Data selection and engineering (at least for prototyping) Model selection and optimization (statistical, machine learning) – programming primarily in Python Model deployment in existing environments Qualifications Ingredients for Success: What We Look for in You… Bachelor’s degree (Master preferred) in quantitative/computational science with a strong focus on marketing and statistics. 5+ years experience in using statistic/modeling tools in non-academic environment with a focus on business growth. Certifications or publications relevant to data science, technical expertise, or marketing insights. Demonstrated, hands-on experience with R, Python, or similar data science tools. Significant experience with enterprise-wide data initiatives and working with complex data and system infrastructures. Experience in change management, scoping, requirements and solutions execution. Experience in defining metrics and scorecards to demonstrate benefits of a successful data governance program. Experience in handling exceptions and communication and partnering with cross-functional teams. Experience working in cloud-first environments, particularly Azure and AWS. Exposure to and experience with visualization tools (e.g. Tableau, Power BI). Knowledge of IT and business management Information systems from a data perspective. Strong communication skills demonstrated through work and education experiences Understanding and prior experience with the agriculture industry a heavy plus. Create Your Own Chemistry: What We Offer You Adding value to our customers begins with adding value to you. You@BASF is the suite of benefits, perks, programs and unique opportunities we offer to support you—the whole you—in all stages of your life and career. With you@BASF, you create your own chemistry. The total rewards that you receive as a BASF employee go way beyond a paycheck. From competitive health and insurance plans, to robust retirement benefits that include company-matching contributions, to making sure you never stop learning, we believe investing in you is investing in our success. Working for a large, global organization, you’ll have a chance to grow professionally and personally, expand your network and build a rewarding and dynamic career. BASF provides interesting and challenging learning and development opportunities to help you make the most of your talents and your job30+ days ago Report job"
Machine Learning Engineer,RBC,"Toronto, ON","What is the opportunity? Corporate Systems helps RBC functions & businesses achieve business objectives through app development & technology support. We’re also the centre of excellence for employee social collaboration & mobile apps. We’re building a team that embraces innovation & enthusiasm to bring fresh perspectives. We’ve been on a journey to build out high performing, highly resilient technology platforms that can grow with the continuous demands from Group Risk, Human Resources, Chief Administrative Office & Audit, Capital Markets, P&CB and Wealth. We’re looking for talented and passionate technologists to join our team! With an engineering mind-set you will work as part of an agile team to deliver high performing applications built on a cloud platform and streaming technologies. We believe in continuous growth and expanding your capabilities. Join our team today and have a big impact influencing the strength of our advanced insight and analytics. What will you do? Develop and support highly scalable, high performance components within an Agile development team Ensure high code quality through automated unit and functional testing Automate processes within the development pipeline; identify opportunities for efficiency gains and reducing time-to-market, and enabling continuous delivery Design and develop code structures to promote reusability across many applications Lead and mentor other developers to elevate the entire team’s skillset and mind-set. Coach others on the team. Be open-minded and look beyond your stack to solve complex problems Proactively seek out knowledge about new technologies and how they can be used to solve current and foreseeable challenges Communicate effectively and distill technical details into human terms What do you need to succeed? Must Have: As a baseline, we are interested in candidates who have hands-on exposure to Java/Python programming, Big Data technologies (HDP/CDP, HDFS/HIVE), and experience designing/writing/building REST APIs. In addition to the above fundamental skillsets, we are looking for candidates who have hands-on experience with at least ONE or more of the following: Kafka ElasticSearch Cloudera OpenShift (Docker, Kubernetes) AWS/Azure Nice to Have: Any additional knowledge or experience with Feedzai – Pulse, Watson, or Kx would be considered a definite asset What’s in it for you? We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual. A comprehensive Total Rewards Program including bonuses and flexible benefits, competitive compensation, commissions, and stock where applicable Leaders who support your development through coaching and managing opportunities Ability to make a difference and lasting impact Work in a dynamic, collaborative, progressive, and high-performing team Flexible work/life balance options Opportunities to take on progressively greater accountabilities Opportunities to building close relationships with clients Learn more about RBC Tech Jobs  Join our Talent Community Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.  Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers.  JOB SUMMARY City: Toronto Address: 88 Queens Quay W Work Hours/Week: 37.5 Work Environment: Office Employment Type: Permanent Career Level: Experienced Hire/Professional Pay Type: Salary + Variable Bonus Required Travel(%): 0-25 Exempt/Non-Exempt: N/A People Manager: Yes Application Deadline: 07/31/2021 Platform: Technology and Operations Req ID: 339138 Ad Code(s):30+ days ago Report job"
"Senior Developer, Data Science",Bell Canada,"Toronto, ON","Req Id: 297811 At Bell, we do more than build world-class networks, develop innovative services and create original multiplatform media content – we advance how Canadians connect with each other and the world. If you’re ready to bring game-changing ideas to life and join a community that values, professional growth and employee wellness, we want you on the Bell team. Bell’s forward-thinking Customer Operations team is creating the ultimate service experience for our residential, wireless and small business consumers. We lead strategic development and execution of day-to-day operations, develop tools and processes to drive service enhancements, manage customer loyalty and retention, and leverage big data and artificial intelligence to create intellectual property. We are looking for a Senior Developer, Data Science who is highly logical, passionate, and can communicate effectively to all levels within the organization. The Senior Developer, Data Science will report to Senior Manager, Data Science and will play a key role in developing AI/ML products across Customer Operations and other business units across Bell. Key Responsibilities: Lead the development of machine learning products from inception to launch to support Collaborate with cross-functional, agile teams of data engineers, ML engineers, and product managers in solving business problems Build, automate, and maintain machine learning pipelines for training machine learning models on distributed systems Use a production-first mindset to consult on project feasibility through prototyping with respect to performance, time, quality and cost Minimum Qualifications: Advanced knowledge of ML models: deep learning, reinforcement learning, NLP, and others Hands-on experience and expertise with different AI/ML frameworks such as Keras, Pytorch, TensorFlow, SparkML, Scikit-Learn Advanced Python development skills with excellent code design (OOP, Algorithms, and Data Structures) Experience with SQL and database systems such as Oracle, SQL Server, Teradata Skilled communicator with a proven record of leading projects across disciplines Preferred Qualifications: Degree in a discipline such as: Data Science, applied math, applied science / engineering, economics/econometrics, management science / operations research, or related area Experience with CI/CD pipelines Experience with development and deployment of recommender systems Hands-on experience defining and operationalizing ML models into operational systems Experience with distributed data and computational resources such as Hadoop, HDFS, Docker, Dask Bilingualism is an asset (English and French); adequate knowledge of French is required for positions in Quebec. Additional Information: Position Type: Management Job Status: Regular - Full Time Job Location: Toronto || Canada : Ontario : Mississauga || Canada : Ontario : Toronto || Canada : Quebec : Montreal || Canada : Quebec : Verdun Application Deadline: 07/07/2021 Please apply directly online to be considered for this role. Applications through email will not be accepted. At Bell, we don’t just accept difference - we celebrate it. We’re committed to fostering an inclusive, equitable, and accessible workplace where every team member feels valued, respected, and supported, and has the opportunity to reach their full potential. We welcome and encourage applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process. For a confidential inquiry, simply email your recruiter directly or recruitment@bell.ca to make arrangements. If you have questions regarding accessible employment at Bell please email our Diversity & Inclusion Team at inclusion@bell.ca. Created: Canada, ON, Toronto Bell, one of Canada's Top 100 Employers.Today Report job"
Graduate Research Intern (Machine Learning),Deep Genomics,"Toronto, ON","About us Deep Genomics is a Toronto-based startup company that is changing the future of medicine using artificial intelligence. Founded in 2015, Deep Genomics brings together a multidisciplinary team of world-leading experts in machine learning, genomics, chemistry and biology. Together we are on a mission to develop an AI-powered platform for rapid discovery and development of the best genetic medicines, focusing on oligonucleotide drugs for the treatment of patients with rare genetic diseases. Job Description We are seeking exceptional graduate students for an 8 to 12-month internship in 2021. Deep Genomics is poised to become the foremost AI-powered genetic medicine company by using data-driven approaches at every step of the drug design process. This involves a series of steps from processing raw genomic data, to training and evaluating large-scale machine learning models and applying them to accelerate target discovery and drug design. With the help of experimental data generated as part of our drug discovery process, our models continuously improve by learning from both successes and failures. Successful candidates will have an opportunity to contribute to the AI revolution in Genomics and help better understand and cure genetic disease by working closely with our research scientists and engineers on problems that are highly relevant to our mission. Our ML team works on developing our state-of-the-art AI workbench and using it to answer critical scientific questions. Collaboration is at the heart of our teams, we often:Meet with engineers and scientists with genomics, molecular biology, and medicine backgrounds to identify unique problems and brainstorm technical solutionsPresent our analyses to a broad multi-lingual audience to ensure statistical robustness and reproducibilityOrganize internal hackathons to quickly prototype solutions to problems Requirements Currently enrolled in a graduate program at a top-tier university in Computer Science, Electrical or Computer Engineering, Mathematics, or a related discipline. Experience with designing, training, debugging and evaluating neural networks using modern frameworks such as Tensorflow or PyTorch. Excellent scientific writing and presentation skills. Programming experience in at least one of Python, C or C++ Strong organizational, interpersonal, and communication skills. What we offer Opportunity to collaborate with leading scientists working at the intersection of ML and genomics and contribute to this rapidly advancing field Inspiring, creative and fast-moving startup located right next to the University of Toronto and within the MaRS Discovery District – an expanding hub of research in AI and genomics Competitive compensation package Deep Genomics thanks all applicants, however only those selected for an interview will be contacted. Deep Genomics welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.1 day ago Report job"
Data Scientist,Vaco,"Toronto, ON","This is an exciting opportunity to join our client's Innovation and Strategy team at the ground level! You will be part of their innovation hub located in downtown Toronto where your desire for impact will only be matched by your inate ability to collaborate with other like minded individuals to come up with creative solutions to retail data science problems.  In this role, you'll have the chance to roll up your sleeves and apply data science methods and analytics to real-world business situations. The Data Scientist will play a key role in enhancing advanced analytics and machine learning capabilities within the organization. You will be responsible for the building, training, scoring and monitoring of machine learning models. You will work closely with various stakeholders throughout our business to understand business needs and develop solutions through machine learning or other advanced analytics/predictive modeling techniques.  Job Requirements  MS/PHD or equivalent in Computer Science, Engineering, Statistics, Mathematics, or related technical field Experience in developing machine-learning algorithms, statistical and mathematical optimization models, and simulation and visualization tools Strong understanding of regression modeling, time series analysis, cluster analysis, machine-learning concepts such as supervised and unsupervised learning, classification, random forest, neural nets, etc. Ability to identify predictive attributes of data sets and perform feature engineering to improve machine learning results Experience with manipulating big data sets via SQL able to process, filter and present large quantities of data Experience in one or more programming languages (e.g. Python, R, Scala, etc.) Experience with Databricks, Tableau and AutoML tools an asset13 days ago Report job"
Data Scientist,Dawn InfoTek Inc.,"Toronto, ON","Dawn InfoTek Inc. is a professional IT consulting team that partners with major financial institutions, investment firms and government sectors. We have been dedicated in delivering cutting-edge consulting services and recruiting all levels of IT positions for our clients.We are looking for a meticulous and enthusiastic Data Scientist to join our dynamic team to work at our bank client.Type:  Contract / PermanentLocation:  TorontoRequirementsMust-have: Excellent computing development skills, particularly statistical and database modeling tools (i.e., SQL, Python, SAS, R, Access/VBA, etc.); well-developed ability to adapt to various programming languages and environments.1 year of hands-on experience in quantitative analysis and machine learning; exposure to quantitative analysis related to credit risk management and modeling is preferred.In-depth understanding of statistical techniques and procedures related to analysis of various distributions, regression modeling, monte-carlo simulation and bootstrapping techniques.Well-developed writing and presentation skills, including competence in comprehensively and concisely reporting and presenting the results of complex analyses.Ability to efficiently manage multiple priorities to ensure timely delivery.Attention to details, independence, and ability to effectively collaborate in teamwork.Flexibility and creativity in problem solving.Nice-to-Have: 1 + years of experience in hands-on quantitative/statistical analysis, preferably related to the non-retail credit risk area in a major financial institution. - candidates with this experience will take priority in the interview process.For immediate consideration, please apply as soon as possible to this posting by submitting your Resume along with your Availability DateReferrals are more than welcome! We thank all applicants for your interest and referral. However, only qualified candidates selected for an interview will be contacted. Must reside in Toronto area.For further information on our company, please visit: www.dawninfotek.comContract length: 12 monthsJob Types: Full-time, ContractSalary: $50.00-$60.00 per hourBenefits:Work from homeSchedule:Monday to FridayExperience:Computing skills like SQL, Python, SAS, R, Access/VBA, etc.: 1 year (required)quantitative analysis and machine learning: 1 year (required)regression modeling, monte-carlo simulation: 1 year (required)quantitative/statistical analysis: 1 year (required)Work remotely:Temporarily due to COVID-1920 days ago Report job"
Machine Learning Engineer,Vaco,"Toronto, ON","Overview:  This is an exciting opportunity to join our client - one of North America's leading retailers, currently experiencing unprecedented demand based on the current circumstances.  About my client:  This is celebrated (house-hold brand) has a rich history of innovation & community care - they are one of the market leaders in helping all Canadians tackle the challenges we face today by providing perhaps the most critical of all essential services.   How about the role:  This role is to contribute as a Machine Learning Engineer - in a full-time permanent capacity - in their state-of-the-art Innovation Lab located in the heart of downtown. In this role your desire for impact will only be matched by your innate ability to collaborate with other like minded individuals to come up with creative solutions to our client's retail data science problems.  Ideal Candidate:  The ideal candidate will have strong experience with Python, SQL (and/or similar languages) and Apache Airflow with 2-5 years of experience. We'd love to see your github too!  Detailed version  Bachelor's degree in Engineering, Computer Science, Statistics, Economics, Mathematics, Finance or related quantitative field, or equivalent practical experience. Experience and proficiency with SQL and SQL-like languages More than 3 years of software engineering experience, especially working on back-end data infrastructure, including CI/CD (i.e. Jenkins) and infrastructure-as-code (i.e. Ansible, Terraform) Proficiency with at least one of the following languages: Java, Python, Scala. Proficiency in cloud infrastructure and networking Proficiency working with Apache Airflow Proficiency with Spark and/or similar tools in Hadoop/YARN environment and comfortable with Linux operating system. Ability to creatively solve problems in a fast paced, rapidly changing environment Ability to navigate ambiguity, drive solutions forward and bring stakeholders along.14 days ago Report job"
(Senior) Machine Learning Engineer,Deep Genomics,"Toronto, ON","About Us Deep Genomics is a Toronto-based startup company that is building an AI-powered discovery and development platform to significantly expand the universe of medicines available for genetically defined diseases. Founded in 2015, Deep Genomics brings together a multidisciplinary team of world-leading experts in machine learning, genomics, chemistry, and biology. Together we are on a mission to rapidly discover and develop oligonucleotide drugs for the treatment of patients with severe disorders of the liver, central nervous system, and eye. Ideal Candidate Our predictive systems group brings together world-leading experts in biology, genomics, medicine, and machine learning. We are working on several ambitious projects to develop pioneering AI technology for understanding complex genetic diseases and enabling the discovery of novel targets as well as therapies. We are looking for an experienced machine learning engineer to lead the design and development of new models and pipelines and the infrastructure for scaling it up to the next level. What You’ll Be Doing: Working with our ML scientists to develop highly scalable models and algorithms for predicting molecular phenotypes using state-of-the-art neural network methodologies. Developing evaluation, visualization, and productivity tools for streamlining machine learning research Adapting our algorithms and architectures to best exploit modern cloud computing environments Working with our software engineers, biologists and geneticists to operationalize and deploy research output to match the needs of stakeholders. What You Bring: Solid Engineering and Computer Science fundamentals, ideally with a degree in CS, Math, or equivalent experience. Senior candidates should have experience in architecting, developing, and deploying large software systems in a leading position Experience in building, testing, training, and deploying production-ready ML workflows. Experience developing machine learning algorithms or machine learning infrastructure in Python or C/C++. Experience with frameworks like PyTorch, Caffe2, Tensorflow, Keras, JAX, Chainer, etc. Experience in the operationalization of Machine Learning projects (MLOps) using at least one of the popular frameworks or platforms (e.g. Kubeflow, AWS Sagemaker, Google AI Platform, Azure Machine Learning). What we offer: Leading role in developing the future of drug development to cure genetically defined diseases. A highly competitive salary and meaningful equity compensation. Exceptional opportunities for learning and growth. A bright, collegial, highly motivated team working at the intersection of the most exciting areas of science and technology. Deep Genomics thanks all applicants, however only those selected for an interview will be contacted. Deep Genomics welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.2 days ago Report job"
"Data Scientist, Fall 2021 Student Opportunities",RBC,"Toronto, ON","We're now accepting applications for our 2nd round recruitment of Data Science roles. What is the opportunity? Who wouldn't want to be a part of a fantastic team of Data Scientists? At RBC, our Data Science teams offer the opportunity to leverage RBC’s data assets to develop innovative solutions in support of RBCs big data strategy. This position is an essential part to the bank as you develop next-generation applications to meet our customers’ needs. By joining the RBC team as a Data Scientist, you will have the opportunity to analyze, design and implement data solutions to assist all business customers.  What will you do? Utilize the latest technologies available, designing and building data solutions to meet business needs Be an active contributor to not only your individual team, but to the RBC development community Constantly seek out better ways to do things, new tools, new technologies, new processes Work on transformational projects delivering new value Work as part of an agile team responsible for end-to-end delivery of business needs Deploy production-scale solutions using the Hadoop Ecosystem, transforming statistical and machine learning models from single node architecture to parallel processing grid technology Use business domain knowledge to independently lead the analytics process to identify valuable and innovative insights Promote analytics across the enterprise to enable RBC to become a data-driven organization What do you need to succeed?  Must-have: Programming skills in one or more of the following languages: Python or R Experience utilizing SQL scripts/querying Proficient in building statistical and algorithmic models with complex and large datasets, including but not limited to: supervised statistical learning, clustering, natural language processing, recommendation systems, times-series analysis, experimental design (A/B testing), data visualization, deep learning Ability to data extract, transform, and load processes with a variety of data types Ability to perform complex data analysis on large volumes of data and present findings to stakeholders Nice to have: Experience with big data technologies, primarily in machine learning and statistics function Exposure to Apache Spark, Hadoop and Public Cloud technologies, data serialization (JSON, Avro, Parquet, ORC) Experience with big data processing tools like Spark and Hive, GitHub functionality and workflow experience/exposure Experience with messaging (Kafka, Solace, RabbitMQ) & working on Agile projects What’s in it for you? We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients succeed. We care about each other, reaching our potential, making a difference to our communities and achieving success that is mutual. Visit people.rbc.com Continued career advancement opportunities Exposure to strong mentorship and leadership examples A world-class training program in financial services Opportunities to be a valuable member of a close-knit, collaborative team that encourages networking A comprehensive Total Rewards Program including bonuses and flexible benefits Competitive compensation We encourage you to apply as soon as possible as we accept applications on a rolling basis, but please note that the formal application deadline is May 31, 2021. Should you be selected to progress, someone from our team will reach out directly to provide instructions on next steps. Otherwise, feel free to check for progress updates by logging in to your RBC profile. If the status has not changed, it denotes the fact that your application is still under review. While there is no one date when our employees will return, we can confirm that the majority of Fall Work Integrated Learning | Co-op positions will start working remotely, however may transition to working at an RBC office as essential service restrictions are lifted.  TAD2021 Learn more about RBC Tech Jobs12 days ago Report job"
Data Scientist,nugget.ai,"Toronto, ON","nugget.ai is recruiting and screening candidates on behalf of our partner BuyProperly. nugget.ai will be responsible for all application and screening processes and BuyProperly will be responsible for the interview stages of the hiring process.  About BuyProperly:   BuyProperly is a fast-growing startup, building an online marketplace for fractional real estate property investments. Through proprietary technology platform, they provide private market returns, public market ease of access, and the ability to build a property portfolio. Their vision is to be the Global Marketplace of choice for alternate asset investments, starting with Real Estate.  BuyProperly is backed by well-known Canadian investors such as the Ryerson futures, High Park Angels and several experienced Angel investors, and an advisory group of renowned experts in Real estate, Finance, and Data Science. Learn more at https://buyproperly.ca/  About the position:   BuyProperly is looking to on-board a data scientist in its Toronto office. The expert will work closely with the leadership team on critical foundational analytical framework to help the organization fine tune its deal sourcing strategy.  Do you enjoy leveraging advanced analytics and Machine Learning models to predict outcomes? Here is your chance to work closely with the BuyProperly leadership team on developing critical foundational analytical framework. Come join us in our effort to make real estate investing hassle-free and accessible!  Key Responsibilities:     The person will be responsible for preparing an industry leading real estate estimator which predicts the price trends for properties basis various quantitative and qualitative attributes. This estimator/prediction model will identify properties with potential for high investor returns by analysing a host of quantitative and qualitative attributes of the property, neighbourhood and the region. This model will enhance the deal sourcing strategy at BuyProperly and help the team to efficiently and effectively shortlist properties for listing on its platform.  The person will also be establishing our data practices - Defining a process for the discovery of data products and collaborate with engineering and product teams on ingesting data, constructing reusable data pipelines for company-wide use, and rolling models into production.  Contribute to our growing data architecture, governance, documentation, and security practices.   Key Requirements:     Degree in technical or quantitative fields such as Statistics, Mathematics, Computer Science, Engineering, Economics, or Finance strongly preferred   3+ years of demonstrated experience of using of machine learning, statistical analysis, data mining, neural networks, predictive modeling through previous internships, personal/ academic projects, hackathons, and/or publications   Experience with one or more scripting languages (Python preferred), or a proven computer science foundation   Ability to confidently communicate ideas to an audience of peers and managers   Comfortable and effective working independently and as a member of a cross-functional team   Strong quantitative, analytical and problem-solving skills   Location:   Full-time Remote   BuyProperly is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age1 day ago Report job"
"Machine Learning/NLP Lead, Omnia AI",Deloitte,"Toronto, ON","Job Type: Permanent Primary Location: Toronto, Ontario, Canada All Available Locations: Toronto; Calgary; Kitchener; Montreal; Ottawa; Vancouver Learn from deep subject matter experts through mentoring and on the job coaching Be encouraged to deepen your technical skills…whatever those may be. Be empowered to lead and have impact with clients, our communities and in the office. Are you passionate about solving complex analytical problems, learning about the latest in cutting-edge AI and continuing to develop your analytical and business development skills? If you answered yes, then we have an opportunity waiting for you! What will your typical day look like? As an NLP Lead, you will lead the development of deep learning models specially in the NLP field to deliver best-of-breed solutions for clients’ business problems and work with large amounts of unstructured data on a granular level, from various data sources. You will take a hands-on approach in delivering advisory services to high growth organizations with a diverse team consisting of data scientists, data architects, software developers, information designers, and business/industry leaders. You will also design analytical plans and communicate insights on client projects and provide mentorship in planning and data collection, assist in pitches and proposal bids, assist in different areas of project management, including client projects and internal initiatives. About the team Deloitte Omnia, Deloitte's Artificial Intelligence practice is comprised of specialized experts with hands-on experience, and cutting-edge information assets that facilitate successful Artificial Intelligence (AI) transformations. We develop AI-enabled solutions to address all aspects of a client’s transformative journey with disciplined focus on business outcomes. Enough about us, let’s talk about you You are someone with: Deep learning experience using (one or more): Python, Could ML (AWS, GCP, Azure), or similar tools 6+ years relevant work experience with applying DL, especially for NLP and working with data in any industry Experience with social media analytics using either AWS, Azure or GCP Strong experience with Machine Learning agile project management and other statistical analytical techniques, data mining, and predictive models is required Database and programming languages experience and data manipulation and integration skills using (one or more) SQL, Oracle, Hadoop, NoSQL Databases, or similar tools is required BA/BSc degree in Computer Science, Applied Mathematics, Statistics, or related field is required. Advanced degree (MA/MSc, equivalent or higher) is preferred. Why Deloitte? Launch your career with The One Firm where you can make an impact that matters in a way that you never thought possible. With endless opportunities at every turn, and a culture built to support and develop our people to be the very best they can be, Deloitte is The One Firm for you to learn, grow, create, connect, and lead. We do this by making three commitments to you: You will lead at every level: We grow the world’s best leaders so you can achieve the impact you seek, faster. You can work your way: We give you the means to be flexible in how you need and want to work, and we have innovative spaces, arrangements and the mindset to help you be wildly successful. You will feel included and inspired: We create a deep sense of belonging where you can bring your whole self to work. The next step is yours Sound like The One Firm. For You? At Deloitte we are all about doing business inclusively – that starts with having diverse colleagues of all abilities! Deloitte encourages applications from all qualified candidates that represents the full diversity of communities across Canada. This includes candidates from Indigenous communities in support of living our values and our commitments to our Reconciliation Action Plan . We encourage you to connect with us at accessiblecareers@deloitte.ca if you require an accommodation in the recruitment process, or need this job posting in an alternative format. We’d love to hear from you! By applying to this job you will be assessed against the Deloitte Global Talent Standards. We’ve designed these standards to provide our clients with a consistent and exceptional Deloitte experience globally. Deloitte Canada has 30 offices with representation across most of the country. We acknowledge our offices reside on traditional, treaty and unceded territories as part of Turtle Island and is still home to many First Nations, Métis, and Inuit peoples. We are all Treaty people.30+ days ago Report job"
Data Scientist - Product Data Science,Twitter,"Toronto, ON","Company Description Twitter serves the public conversation by encouraging people all over the world to connect, learn, debate, and solve problems together. We believe conversation can change the world, and that’s why Tweeps (that’s what we call Twitter employees) come to work every day.  Job Description You will work closely with our partners in Product, Engineering, Design, and Research to understand customer behavior, inform product decisions, and increase healthy participation on Twitter. You will support the entire product development lifecycle from product ideation to opportunity sizing, from measurement design to experimentation, from causal analysis to post-launch learning, and iteration into the next development cycle. You will analyze how changes to the platform affect customer behavior and business outcomes. You will also communicate findings to cross-functional partners and use data to improve the team’s strategy.  Qualifications You are a data scientist with a track record of delivering results. You find satisfaction in collaborating with partners and shipping changes that deliver measurable business impact. You apply machine learning and data science techniques when applicable, but are just as happy to implement a simple heuristic if it meets business needs. You are looking to join a strong, high-performing team. You are great at: Collaborating with product managers, engineers, and designers to drive business impact through data science Performing analyses on raw event data in modern data warehouse systems Taking ambiguous business and technical problems to an appropriate solution Defining metrics and using data to better understand customer needs Qualifications: Advanced degree in a quantitative field (PhD preferred) Expertise solving complex and highly impactful quantitative business problems with at least one scripting language (Python, R, etc.) and SQL Experience with one or more of the following in an applied setting: developing statistical frameworks to understand customers and their behaviors, advanced statistical techniques for A/B testing, methods for experimental design, causal inference, or quasi-experimental analysis [Bonus] Ability to create/improve reproducible analysis libraries [Bonus] Experience with PySpark or BigQuery Additional Information We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran status, genetic information, marital status or any other legally protected status.30+ days ago Report job"
Machine Learning Engineer,sgsco,"Toronto, ON","Profile  The machine learning engineer designs, develops and deploys machine learning solutions to meet enterprise goals and support experimentation and innovation. The engineer collaborates with developers and data scientists to identify innovative machine learning solutions that leverage data to meet business goals. The machine learning engineer ensures infrastructure and data pipelines are structured to deploy machine learning solutions.   Key Responsibilities  Understands and translates business and functional needs into machine learning problem statements  Translates complex machine learning problem statements into specific deliverables and requirements  Designs and develops scalable solutions that leverage machine learning and deep learning models to meet enterprise requirements Works closely with data scientists and data engineers to develop machine learning algorithms  Works closely with UX designers and product teams to improve the product user experience  Translates machine learning algorithms into production-level code  Collaborates with development teams to test and deploy machine learning models Creates metrics to continuously evaluate the performance of machine learning solutions  Maintains and improves the performance of existing machine learning solutions  Ensures adherence to performance standards and compliance to data security requirements Keeps abreast with new tools, algorithms and techniques in machine learning and works to implement them in the organization  Skills  Bachelors. or Master’s degree in computer science or related fields 2+ years of programming in python Experience working with ML, deep learning models Experience deploying ML/deep learning models on cloud Experience with docker and Kubernetes Strong knowledge of SQL, Cassandra Experience working with cloud platforms such as Azure, GCP, AWS Strong foundation in data pipelining, streaming Strong communication- problem-solving skills and a strong team player   Experience  Bachelors or Master’s degree in computer science 3+ years of programming in python 2+ years working experience with Azure products such as function apps, event hub, blob storage, AKS etc. Experience working with tensor flow, PyTorch and Keras Experience with docker and Kubernetes Worked on projects related to Data , ETL pipelines (Airflow etc.) Worked on deploying deep learning models at scale on cloud Strong knowledge of SQL databases.   Education Requirements  Bachelors or Master’s degree in computer science data science, applied mathematics, computer science or otherwise research-based field; Master’s degree preferred1 day ago Report job"
